,Date,origin,Unnamed: 0,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,dep_delay,arr_delay
0,2013-1-1,EWR,12.0,2013.0,1.0,1.0,11.782608695652174,38.48,25.0504347826087,58.38608695652175,263.04347826086956,12.758647826086955,14.68239674530435,0.0,1012.4428571428571,10.0,17.48355263157895,20.886666666666667
1,2013-1-10,EWR,227.5,2013.0,1.0,10.0,11.5,44.1875,26.8175,52.20416666666665,286.25,10.117274166666668,11.642756765516667,0.0,1028.9375,10.0,5.580174927113703,-0.5743440233236151
2,2013-1-11,EWR,251.5,2013.0,1.0,11.0,11.5,41.38250000000001,29.99,64.54458333333334,76.95652173913044,4.938764166666668,5.683431027716666,0.0008333333333333334,1031.1238095238095,9.416666666666666,4.668621700879766,-2.262536873156342
3,2013-1-12,EWR,275.5,2013.0,1.0,12.0,11.5,45.62000000000001,44.32250000000001,95.29916666666668,75.41666666666667,5.705950833333335,6.566294099983334,0.011250000000000001,1020.4733333333334,3.8958333333333335,2.3663793103448274,-10.142857142857142
4,2013-1-13,EWR,299.5,2013.0,1.0,13.0,11.5,45.875,44.48000000000001,94.96750000000002,65.65217391304348,2.013865,2.3175155647000003,0.0,1019.7500000000001,2.2079166666666667,28.219594594594593,24.16151202749141
5,2013-1-14,EWR,323.5,2013.0,1.0,14.0,11.5,51.342499999999994,45.650000000000006,83.94958333333334,167.3913043478261,5.274408333333334,6.069683621833334,0.0,1018.0611111111112,4.1875,1.653958944281525,3.9587020648967552
6,2013-1-15,EWR,347.5,2013.0,1.0,15.0,11.5,39.37249999999999,29.43499999999999,68.73624999999997,225.83333333333334,9.925477500000001,11.422040997449999,0.005833333333333334,1025.6545454545458,9.958333333333334,2.0365853658536586,4.7926829268292686
7,2013-1-16,EWR,371.5,2013.0,1.0,16.0,11.5,34.760000000000005,31.474999999999998,88.52749999999999,111.81818181818181,7.6718666666666655,8.828630722666665,0.026666666666666672,1018.7470588235294,5.125,33.298136645962735,46.900621118012424
8,2013-1-17,EWR,395.5,2013.0,1.0,17.0,11.5,39.8975,29.487500000000008,67.87916666666666,277.39130434782606,9.350087500000003,10.75989369325,0.0,1016.1857142857145,9.791666666666666,15.869436201780415,17.071641791044776
9,2013-1-18,EWR,419.5,2013.0,1.0,18.0,11.5,31.8125,13.04,46.866250000000015,257.5,11.555749166666665,13.298125026016665,0.0,1024.7041666666667,10.0,13.149700598802395,8.401812688821753
10,2013-1-19,EWR,443.5,2013.0,1.0,19.0,11.5,36.995000000000005,19.1225,49.18833333333334,207.91666666666666,13.953207500000003,16.05707212685,0.0,1025.0958333333333,10.0,4.925764192139738,-5.394736842105263
11,2013-1-2,EWR,35.5,2013.0,1.0,2.0,11.5,28.834999999999997,11.3825,47.786249999999995,307.9166666666667,12.5147325,14.401703866349997,0.0,1017.3375,10.0,25.322674418604652,25.439882697947215
12,2013-1-20,EWR,467.5,2013.0,1.0,20.0,11.5,45.36499999999999,24.319999999999997,46.686249999999994,231.25,15.72732666666667,18.098692981466666,0.0,1010.0416666666666,10.0,16.86254295532646,15.914089347079038
13,2013-1-21,EWR,491.5,2013.0,1.0,21.0,11.5,30.207499999999996,9.912500000000001,42.24916666666667,223.75,7.575968333333335,8.718272838633334,0.0,1016.4749999999999,10.0,11.611940298507463,12.24776119402985
14,2013-1-22,EWR,515.5,2013.0,1.0,22.0,11.5,23.269999999999996,3.2824999999999993,42.90250000000001,286.25,16.59041166666667,19.091913937766666,0.0,1015.0217391304344,9.958333333333334,17.22590361445783,17.30722891566265
15,2013-1-23,EWR,539.5,2013.0,1.0,23.0,11.5,15.492500000000001,-5.2075000000000005,39.28416666666666,285.4166666666667,13.138071666666669,15.119030112566668,0.0,1023.1208333333333,10.0,17.83783783783784,14.114114114114114
16,2013-1-24,EWR,563.5,2013.0,1.0,24.0,11.5,17.674999999999997,-1.3074999999999999,45.080000000000005,275.0,12.274986666666669,14.125809156266667,0.0,1023.4041666666666,10.0,34.10089020771513,28.729166666666668
17,2013-1-25,EWR,587.5,2013.0,1.0,25.0,11.5,17.847499999999993,1.5050000000000001,49.060833333333335,256.95652173913044,10.309070833333333,11.863472533583332,0.0004166666666666667,1028.5857142857142,8.9375,29.704615384615384,38.953416149068325
18,2013-1-26,EWR,611.5,2013.0,1.0,26.0,11.5,20.1125,10.025,66.83708333333333,289.5833333333333,9.685731666666666,11.146146287366667,0.0004166666666666667,1020.357142857143,9.21875,8.687224669603523,2.39647577092511
19,2013-1-27,EWR,635.5,2013.0,1.0,27.0,11.5,25.4225,8.472500000000002,49.94541666666667,296.0869565217391,10.117274166666666,11.642756765516667,0.04833333333333333,1030.7708333333333,10.0,12.359861591695502,7.013840830449827
20,2013-1-28,EWR,659.5,2013.0,1.0,28.0,11.5,30.567499999999995,20.119999999999997,67.1775,111.42857142857143,3.9797808333333333,4.579852187383333,0.0,1029.1764705882354,6.6875,21.13013698630137,16.406896551724138
21,2013-1-29,EWR,683.5,2013.0,1.0,29.0,11.5,41.24000000000001,37.092499999999994,85.95749999999998,133.63636363636363,5.370306666666668,6.180041505866666,0.0016666666666666668,1018.2421052631582,6.083333333333333,6.297872340425532,-1.177914110429448
22,2013-1-3,EWR,59.5,2013.0,1.0,3.0,11.5,29.4575,14.780000000000001,54.39583333333334,276.95652173913044,7.863663333333335,9.049346490733335,0.0,1021.058333333333,10.0,8.45045045045045,6.102719033232629
23,2013-1-30,EWR,707.5,2013.0,1.0,30.0,11.5,47.637499999999996,45.005,91.11583333333333,68.33333333333333,4.699018333333332,5.407536317633333,0.0008333333333333334,1011.04,3.859166666666667,33.777408637873755,36.11371237458194
24,2013-1-31,EWR,731.5,2013.0,1.0,31.0,11.5,51.169999999999995,38.16499999999999,64.73375,215.0,24.3102275,27.97572360245,0.016250000000000004,996.8499999999999,8.375,38.68350168350168,45.36700336700337
25,2013-1-4,EWR,83.5,2013.0,1.0,4.0,11.5,33.4775,19.205000000000002,55.88041666666667,242.91666666666666,13.857309166666669,15.946714242816663,0.0,1017.5333333333333,10.0,12.103857566765578,1.768545994065282
26,2013-1-5,EWR,107.5,2013.0,1.0,5.0,11.5,36.7325,19.2425,49.28458333333333,271.6666666666667,10.836511666666668,12.470440895766666,0.0,1021.1208333333333,10.0,5.69620253164557,-1.3670886075949367
27,2013-1-6,EWR,131.5,2013.0,1.0,6.0,11.5,37.97,26.389999999999997,64.74916666666665,230.83333333333334,8.007510833333335,9.214883316783334,0.0,1019.9052631578946,9.166666666666666,12.383333333333333,10.983277591973245
28,2013-1-7,EWR,155.5,2013.0,1.0,7.0,11.5,41.27750000000001,24.567500000000006,52.977916666666665,288.75,8.870595833333335,10.208104273083336,0.0,1022.9708333333333,10.0,9.777777777777779,-1.9649122807017543
29,2013-1-8,EWR,179.5,2013.0,1.0,8.0,11.5,38.31499999999999,26.254999999999995,63.06749999999999,184.16666666666666,6.616985000000001,7.614693998300001,0.0,1028.8333333333333,9.75,3.8072289156626504,0.8454545454545455
30,2013-1-9,EWR,203.5,2013.0,1.0,9.0,11.5,40.7825,31.774999999999995,70.53125000000001,137.91666666666666,4.651069166666667,5.352357375616666,0.0,1026.5583333333334,9.041666666666666,3.1313432835820896,4.528358208955224
31,2013-10-1,EWR,6552.5,2013.0,10.0,1.0,11.5,67.5425,53.99000000000001,65.22333333333333,172.5,4.651069166666666,5.352357375616666,0.0,1014.9541666666668,9.916666666666666,-0.04129793510324484,-16.716814159292035
